date,NO2,NO,CO2,O3,CO,PM2_5,AQHI
2025-11-01 00:00:00,15.7826257643169,25.8627798010815,444.337599085554,0.295582894555555,3.26044473963291,2.41631845139485,1
2025-11-01 00:15:00,15.7673126666102,22.5878275609845,444.915031323332,0.298394942333333,3.08953986623063,2.41692997483775,1
2025-11-01 00:30:00,15.7669324145391,22.837279603291,444.486932318888,0.299510992777778,2.9844495999199,2.41118289911386,1
2025-11-01 00:45:00,15.7624569112769,21.4008608589002,444.383601596666,0.299837585222222,2.85420733809371,2.41178109167291,1
2025-11-01 01:00:00,15.6719302753984,19.6475157853831,445.67845538111,0.299244653222222,2.73528650373431,2.41747265165571,1
2025-11-01 01:15:00,15.6698426853717,19.4262163227625,445.589300227777,0.299226387444444,2.64553043098437,2.41311525400459,1
2025-11-01 01:30:00,15.5765532196176,18.1645970646855,445.034549432221,0.299551761222222,2.54296846857788,2.4162817124057,1
2025-11-01 01:45:00,15.4886773866621,16.5560816766639,444.153364336666,0.299849114111111,2.43512451575457,2.41745340684458,1
2025-11-01 02:00:00,15.4559211400828,16.1732672758133,443.823337469999,0.300069168777778,2.37436149014464,2.41573832405679,1
2025-11-01 02:15:00,15.4486970689628,15.5458241292172,442.566738609999,0.300774572111111,2.30500669197772,2.42625702854097,1
2025-11-01 02:30:00,15.4436862954147,15.0501328660429,441.514200163332,0.300852154111111,2.23291395188763,2.43041045078826,1
2025-11-01 02:45:00,15.4200348594221,14.5550376832487,439.05186452111,0.301315273666666,2.17734088758994,2.4287484858035,1
2025-11-01 03:00:00,15.4022280803984,13.4341784880916,438.93923478111,0.301014543,2.1069032061201,2.43449306467394,1
2025-11-01 03:15:00,15.4237782115702,13.4319685630653,439.91825958111,0.301432837,2.06685305592171,2.41955033565547,1
2025-11-01 03:30:00,14.9106329837199,12.0806431918657,439.523298796666,0.303316493444444,2.00901484953365,2.42077821755898,1
2025-11-01 03:45:00,15.3544307404947,13.0132414574827,440.22469709,0.300963932555555,1.97297891239651,2.41937940457269,1
2025-11-01 04:00:00,15.1746731063599,12.1800218435575,440.10336139,0.301647307222222,1.91586098311278,2.4352272975404,1
2025-11-01 04:15:00,14.7806485945776,11.2475935633835,441.127724952222,0.300671262555556,1.87759950519908,2.42274704202348,1
2025-11-01 04:30:00,14.7814060718887,11.3386672274432,440.078446366666,0.301373373222222,1.82987847458514,2.42838980833661,1
2025-11-01 04:45:00,14.7864407522725,11.4255042439153,442.498401188332,0.301297479666667,1.78571001087437,2.414972979674,1
2025-11-01 05:00:00,14.718778747305,10.4003291259005,443.332635128333,0.301742781888889,1.71211807136092,2.40843274473354,1
2025-11-01 05:15:00,14.6376470531806,7.28495222376971,443.388680063889,0.303830262111111,1.62200638069336,2.40367529197892,1
2025-11-01 05:30:00,14.6431554069821,6.72979955815995,442.531704376667,0.302609829222222,1.55053106410999,2.39775033654763,1
2025-11-01 05:45:00,14.720059626988,8.9302371820543,438.53197679,0.303569035888889,1.48671825504445,2.39214581776969,1
2025-11-01 06:00:00,14.6759297974473,6.54727860195938,430.739490131111,0.303011052333333,1.40953235003003,2.38563174189497,1
2025-11-01 06:15:00,14.8512103324712,6.76665045126995,430.70104552,0.302230542555555,0.482896351031857,2.37831125853567,1
2025-11-01 06:30:00,14.8457133465052,6.67230985709995,430.306697295556,0.302774311222222,0.4718251803365,2.37138337613327,1
2025-11-01 06:45:00,14.7955894679245,6.47591555684199,426.88146884,0.304470990333333,0.461686846115647,2.3656010801516,1
2025-11-01 07:00:00,14.8173574355123,7.78139827439358,426.0960007,0.304175986777778,0.459513105583473,2.35978558195851,1
2025-11-01 07:15:00,14.8183217955063,7.83167732883692,425.464663362222,0.304667345,0.451932149105354,2.35042454870097,1
2025-11-01 07:30:00,14.7861733896548,6.20663672970424,424.861502973334,0.303897605666667,0.453028838576344,2.34426696039751,1
2025-11-01 07:45:00,14.7977207824667,7.69390161544025,424.270938504445,0.305623205,0.418178717071107,2.33726491081429,1
2025-11-01 08:00:00,14.7568807271052,6.05505255768758,424.037227173334,0.304969086555556,0.396684526134082,2.32780475052781,1
2025-11-01 08:15:00,14.7316311413867,6.02929480989091,423.887419093334,0.304652251888889,0.364876048345209,2.32194463944899,1
2025-11-01 08:30:00,14.8519814157363,7.51799976376692,424.138544232223,0.306793083888889,0.36499587136375,2.31528641708522,1
2025-11-01 08:45:00,14.8417288547333,7.52036922843358,424.477597028889,0.303644590777778,0.363361600892933,2.31080627576609,1
2025-11-01 09:00:00,14.9052107115515,7.57413673709026,426.682155002222,0.308718269444445,0.362093151598996,2.30935602175109,1
2025-11-01 09:15:00,15.140677151123,7.42296693461692,440.592325625555,0.307432781444444,0.365957511088022,2.31205979735968,1
2025-11-01 09:30:00,15.1018082147216,7.47445463013001,438.735668137777,0.306988640777778,0.368080741060612,2.30677643807989,1
2025-11-01 09:45:00,15.2283688997064,7.16722089770668,437.62310076111,0.310887269,0.365774130884942,2.30043141687914,1
2025-11-01 10:00:00,15.2159446550756,7.18106927990802,449.625039565555,0.307191457333333,0.340686698287469,2.30004832672088,1
2025-11-01 10:15:00,15.1800854640667,6.95833981632135,454.507202578888,0.312392972,0.348890000026644,2.2982662068442,1
2025-11-01 10:30:00,15.33919029212,7.11538430559668,468.804271432221,0.310646660888889,0.309657639075358,2.29922291977317,1
2025-11-01 10:45:00,15.9622026639351,7.93484709940335,478.458327054443,0.306487025555556,0.314089729735684,2.3025148797861,1
2025-11-01 11:00:00,15.4511484322766,6.82000549600001,492.442927707777,0.309112617333333,0.412222332002332,2.32986976619562,1
2025-11-01 11:15:00,15.9946396745476,8.22966135984669,507.594165932222,0.302847100777778,0.423536809206285,2.37864990864807,1
2025-11-01 11:30:00,15.4065747694494,6.97912415342001,517.219172551481,0.306858333555556,0.443789894876535,2.43122359586553,1
2025-11-01 11:45:00,15.8026405020801,8.16233639924803,554.397361477348,0.305042808666666,0.443372037298977,2.50477467583408,1
2025-11-01 12:00:00,15.9734914803199,8.26421086111002,561.090520939386,0.305442809,0.439316192943945,2.5196870437579,1
2025-11-01 12:15:00,15.4405310629666,8.07327914734335,573.391562152224,0.304626743888889,0.435774615150357,2.57523861854017,1
2025-11-01 12:30:00,15.7731659218505,8.19750522337136,576.213655056973,0.303194080444444,0.441650177682069,2.46832171097688,1
2025-11-01 12:45:00,15.8900156253468,8.49384891769469,580.465992947963,0.301680445333333,0.446777930414394,2.42892352359223,1
2025-11-01 13:00:00,15.7288331790772,8.74337634557469,597.563429798484,0.298074911111111,0.47995654589244,2.44925044651586,1
2025-11-01 13:15:00,15.9449416697909,9.97492328808668,607.001221161814,0.302091068111111,0.458056405555214,2.44240901656822,1
2025-11-01 13:30:00,15.8541329570994,9.99801262794001,610.993295556301,0.307766084083333,0.456634623691783,2.38274189754264,1
2025-11-01 13:45:00,15.8692874200208,9.16895153066668,616.390922634724,0.306945343861111,0.445396520187891,2.35743814484921,1
2025-11-01 14:00:00,15.8809532033393,9.80506634943002,625.060359923487,0.306885399861111,0.472137818249949,2.34761031578351,1
2025-11-01 14:15:00,15.953574170862,8.95032930645334,628.733721231938,0.30891511875,0.462802772677435,2.34401092161943,1
2025-11-01 14:30:00,15.8323807894623,8.85325938293001,633.896278500347,0.308148612555556,0.46131159071694,2.34301968383145,1
