date,NO2,NO,CO2,O3,CO,PM2_5,AQHI
2025-09-01 00:00:00,18.2469232712893,5.52716096797387,424.298151324444,0.330765080888889,0.288839442041821,15.8853333333333,
2025-09-01 00:15:00,17.7206167765339,5.3817502371972,424.012998484444,0.330831887333334,0.251967650391149,15.842,
2025-09-01 00:30:00,16.068736901023,4.25015099098512,424.288342682222,0.328535760444444,0.215100987200319,16.0133333333333,
2025-09-01 00:45:00,15.2216850528908,4.17642237729803,426.603132522222,0.329374193777778,0.200235234805184,15.6266666666667,
2025-09-01 01:00:00,16.3586411872342,4.22854803524462,450.688686373333,0.320355639777778,0.199537946477198,15.4133333333333,
2025-09-01 01:15:00,16.1119482271035,4.36665724008368,428.317781071111,0.325331515333333,0.200227569163114,15.2666666666667,
2025-09-01 01:30:00,16.1944515090975,4.3934312055288,444.753340028889,0.3248339,0.200520502346912,15.3113333333333,
2025-09-01 01:45:00,16.1577219928949,4.19208930952013,426.920251733333,0.325523019777778,0.195531286881198,15.502,
2025-09-01 02:00:00,16.1017110915356,4.19899763703495,425.383077306666,0.329430004444445,0.195331959766304,14.958,
2025-09-01 02:15:00,16.1996906288368,4.21783005876804,424.925047466667,0.326403216444444,0.198942459680559,15.324,
2025-09-01 02:30:00,16.1449820400573,4.80829584599002,428.209889066667,0.329236739555556,0.224340749249155,15.316,
2025-09-01 02:45:00,16.0983789753553,4.88976540286784,428.166916464444,0.328521159111111,0.224850795568121,15.3013333333333,2
2025-09-01 03:00:00,16.0004121833968,4.9127547264612,428.266328653333,0.328736220444445,0.226416531876223,15.146,2
2025-09-01 03:15:00,15.9697502277837,4.83680687881379,428.712421388889,0.326529600222223,0.221820980007949,15.202,2
2025-09-01 03:30:00,15.8091852143402,4.8935030232012,428.844075164445,0.325077436555556,0.225328902007357,14.566,2
2025-09-01 03:45:00,15.7755373684899,5.00443031495243,428.918150886667,0.327054824,0.235784092314194,14.48,2
2025-09-01 04:00:00,15.9119573237058,5.01143789020243,428.986279786667,0.325660353555556,0.234802972207214,14.5093333333333,2
2025-09-01 04:15:00,16.303000577851,6.15591803837267,428.975997006667,0.327412993111111,0.24006626602144,14.8,2
2025-09-01 04:30:00,16.4576616802589,5.81912984062836,428.394304235556,0.327524777666667,0.242136044180734,15.01,2
2025-09-01 04:45:00,16.0561577569377,4.91649546951453,427.730812244444,0.326102516444445,0.225524299506672,14.8553333333333,2
2025-09-01 05:00:00,16.0884330004005,4.4659059371772,425.422127573333,0.324082463555556,0.192989473913553,14.5546666666667,2
2025-09-01 05:15:00,16.1671240084035,4.44656801189026,426.050961757778,0.324768382,0.191179196888923,14.938,2
2025-09-01 05:30:00,16.2377895001758,4.52422362355363,426.765825435555,0.322746534666667,0.196197249008716,14.6393333333333,2
2025-09-01 05:45:00,16.1031181015583,4.51030452597939,426.691349537778,0.329246045111111,0.226824635846564,14.6793333333333,2
2025-09-01 06:00:00,15.4528628932104,4.18429491152259,424.211359664444,0.327416786666667,0.19802688719943,14.4013333333333,2
2025-09-01 06:15:00,15.1923624766106,4.0939624022713,424.802278795555,0.328120211333334,0.19595212580256,14.0606666666667,2
