date,CO,NO2,NO,O3,PM2_5,CO2,AQHI
2025-10-01 00:14:00,0.202985385214,13.1642535548767,16.4075373339567,15.0333164441321,2.86901673976701,453.519596857924,2
2025-10-01 00:29:00,0.202857222251766,13.2654948883062,16.3238702228987,15.639930444224,2.92926105419959,453.605210557864,2
2025-10-01 00:44:00,0.202672007432666,13.1235375549233,16.44020133393,15.0173377774698,2.97721503389582,453.829288383984,2
2025-10-01 00:59:00,0.202695096323133,13.1113528882565,17.157363334051,15.5525444442032,2.98547638541467,453.566999703407,2
2025-10-01 01:14:00,0.2027691852107,13.1147328882397,17.20802666736,15.5482239997939,2.85734441962674,453.542549907527,2
2025-10-01 01:29:00,0.202495029655033,13.0940295549075,17.205526667364,15.1698595552951,2.89370205994622,453.549915821434,2
2025-10-01 01:44:00,0.202788607432466,13.1474488882149,17.682486445086,15.5575644442244,2.92207798651472,453.097975327497,2
2025-10-01 01:59:00,0.2020928074359,13.0762384438015,17.154863334055,15.4168917775451,2.84699769210711,453.526717878624,2
2025-10-01 02:14:00,0.203317600027633,13.2256548882415,17.7711526673213,14.7331886662595,2.89406234062344,453.211741573654,2
2025-10-01 02:29:00,0.2024088148416,13.0301453326975,17.412220000448,15.4936337775244,2.80082487710903,453.444985152091,2
2025-10-01 02:44:00,0.203048711140733,13.1474239993635,17.240226000702,14.6903988884825,2.79022966236476,453.581740333167,2
2025-10-01 02:59:00,0.203240111139533,13.1182466660456,17.2503726673313,14.6710791106768,2.83287403539527,453.569028145667,2
2025-10-01 03:14:00,0.202916814848033,13.0713828882332,16.496326000541,14.677201555146,2.77985839922839,453.457252458054,2
2025-10-01 03:29:00,0.202989985214133,13.1750628882535,17.3010360006403,14.9945899996821,2.82635253376671,453.539292769994,2
2025-10-01 03:44:00,0.203218229658866,13.2212968882377,17.3061275561923,14.6481928884748,2.86337083717375,453.244283496741,2
2025-10-01 03:59:00,0.203211970398,13.119005332716,17.7193793337923,14.9897388885614,2.76029679598283,453.445651349394,2
2025-10-01 04:14:00,0.2029067481782,13.130991554936,18.725374890352,15.0250413330148,2.80339910880248,453.402836040334,2
2025-10-01 04:29:00,0.203476318551,13.198886888227,17.7024642227947,14.5102604440145,2.76629048322661,453.009463635387,2
2025-10-01 04:44:00,0.203690851883366,13.1762155549073,17.4684868892663,14.447293999543,2.78658597076219,453.282450067144,2
2025-10-01 04:59:00,0.202973792620566,12.9997319993439,18.7177806681113,14.8817633329479,2.72707086633571,453.222437508201,2
2025-10-01 05:14:00,0.2014751037399,13.1179333326323,16.3908364449427,14.5992753328918,2.76493700343285,452.949961435557,2
2025-10-01 05:29:00,0.203002607440166,13.125107554917,17.2276760006353,14.6411559995935,2.75689636196532,453.276302168737,2
2025-10-01 05:44:00,0.202333859286733,13.1505788882495,17.7137731116833,14.7742811107342,2.76038698755748,453.126053212604,2
2025-10-01 05:59:00,0.201099925958633,13.0110751104736,17.1457555562163,15.4835342219629,2.78073870870642,453.097583221414,2
2025-10-01 06:14:00,0.2023079704033,13.0459733327274,18.75250777918,15.0241899996429,2.74438598553376,453.079516505604,2
